	len_changed	len_not_found	not_found	changed
Non-integrin membrane-ECM interactions	4	0	[]	{'FGF2': 'FGF13', 'NTN4': 'MLF2', 'LAMA3': 'LAMA4', 'LAMB2': 'LAMC1'}
Noncanonical activation of NOTCH3	0	0	[]	{}
Nonhomologous End-Joining (NHEJ)	5	0	[]	{'BRE': 'BABAM2', 'FAM175A': 'ABRAXAS1', 'H2AFX': 'H2AX', 'BRCC3': 'DEPDC1B', 'NBN': 'ARTN'}
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	3	4	['18S rRNA', '5S rRNA', '5.8S rRNA', '28S rRNA']	{'RPL13': 'MRPL13', 'RPL10': 'RPL15', 'RPL36A': 'RPL36AL'}
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	3	4	['18S rRNA', '5S rRNA', '5.8S rRNA', '28S rRNA']	{'RPL13': 'MRPL13', 'RPL10': 'RPL15', 'RPL36A': 'RPL36AL'}
Nonsense-Mediated Decay (NMD)	3	4	['18S rRNA', '5S rRNA', '5.8S rRNA', '28S rRNA']	{'RPL13': 'MRPL13', 'RPL10': 'RPL15', 'RPL36A': 'RPL36AL'}
Norepinephrine Neurotransmitter Release Cycle	0	0	[]	{}
Notch-HLH transcription pathway	0	0	[]	{}
NrCAM interactions	1	0	[]	{'DLG3': 'MPP3'}
Nuclear Envelope (NE) Reassembly	1	0	[]	{'POM121': 'POMZP3'}
Nuclear Envelope Breakdown	1	0	[]	{'POM121': 'POMZP3'}
Nuclear Events (kinase and transcription factor activation)	1	0	[]	{'F3': 'CNTN1'}
Nuclear Pore Complex (NPC) Disassembly	1	0	[]	{'POM121': 'POMZP3'}
Nuclear Receptor transcription pathway	0	0	[]	{}
Nuclear import of Rev protein	1	0	[]	{'POM121': 'POMZP3'}
Nuclear signaling by ERBB4	0	0	[]	{}
Nucleobase biosynthesis	3	0	[]	{'ADSSL1': 'ADSS1', 'ADSS': 'ADSS2', 'CAD': 'DFFB'}
Nucleobase catabolism	1	0	[]	{'GDA': 'SLC25A16'}
Nucleosome assembly	4	0	[]	{'APITD1': 'CENPS', 'H2AFX': 'H2AX', 'STRA13': 'CENPX', 'CENPC': 'CENPCP1'}
Nucleotide Excision Repair	4	0	[]	{'LIG1': 'LRIG1', 'ISY1': 'RAB43', 'RPA1': 'POLR1A', 'POLK': 'TENT4A'}
Nucleotide salvage	0	0	[]	{}
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	0	4	['fliC', 'fljB', 'prgJ', 'hly']	{}
Nucleotide-like (purinergic) receptors	0	0	[]	{}
O-glycosylation of TSR domain-containing proteins	0	0	[]	{}
O-linked glycosylation	2	0	[]	{'GALNT17': 'GALNTL6', 'GALNT15': 'GALNT18'}
O-linked glycosylation of mucins	2	0	[]	{'GALNT17': 'GALNTL6', 'GALNT15': 'GALNT18'}
O2/CO2 exchange in erythrocytes	0	0	[]	{}
OAS antiviral response	0	1	['VP3']	{}
Oleoyl-phe metabolism	0	0	[]	{}
Olfactory Signaling Pathway	3	0	[]	{'OR8G2': 'OR8G2P', 'OR2W5': 'OR2W5P', 'OR5R1': 'OR8U3'}
Oligomerization of connexins into connexons	0	0	[]	{}
Oncogene Induced Senescence	0	0	[]	{}
Oncogenic MAPK signaling	1	0	[]	{'KSR2': 'CNKSR2'}
Opioid Signalling	0	0	[]	{}
Opsins	0	0	[]	{}
Orc1 removal from chromatin	2	0	[]	{'ORC1': 'SLC25A15', 'MCM2': 'MCM7'}
Orexin and neuropeptides FF and QRFP bind to their respective receptors	1	0	[]	{'HCRTR2': 'CD200R1'}
Organelle biogenesis and maintenance	10	0	[]	{'ATP5B': 'ATP5F1B', 'SMO': 'SMOX', 'TCTEX1D2': 'DYNLT2B', 'TCTE3': 'DYNLT2', 'PKD2': 'PRKD2', 'PEO1': 'TWNK', 'RP2': 'STK19B', 'INPP5E': 'PMPCA', 'TCTEX1D1': 'DYNLT5', 'MTERF': 'MTERF1'}
Organic anion transport	0	0	[]	{}
Organic anion transporters	0	0	[]	{}
Organic cation transport	0	0	[]	{}
Organic cation/anion/zwitterion transport	0	0	[]	{}
Other interleukin signaling	0	0	[]	{}
Other semaphorin interactions	0	0	[]	{}
Ovarian tumor domain proteases	0	0	[]	{}
Oxidative Stress Induced Senescence	1	0	[]	{'H2AFX': 'H2AX'}
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	0	0	[]	{}
P2Y receptors	0	0	[]	{}
PAOs oxidise polyamines to amines	0	0	[]	{}
PCNA-Dependent Long Patch Base Excision Repair	2	0	[]	{'LIG1': 'LRIG1', 'RPA1': 'POLR1A'}
PCP/CE pathway	3	0	[]	{'ROR2': 'RORA', 'RAC3': 'NCOA3', 'FZD3': 'FZD9'}
PD-1 signaling	0	0	[]	{}
PDE3B signalling	0	0	[]	{}
PDGFR mutants bind TKIs	0	0	[]	{}
PECAM1 interactions	0	0	[]	{}
PERK regulates gene expression	1	0	[]	{'IL8': 'CXCL8'}
PI Metabolism	2	0	[]	{'TMEM55B': 'PIP4P1', 'INPP5E': 'PMPCA'}
PI and PC transport between ER and Golgi membranes	0	0	[]	{}
PI-3K cascade:FGFR1	1	0	[]	{'FGF2': 'FGF13'}
PI-3K cascade:FGFR2	1	0	[]	{'FGF2': 'FGF13'}
PI-3K cascade:FGFR3	1	0	[]	{'FGF2': 'FGF13'}
PI-3K cascade:FGFR4	1	0	[]	{'FGF2': 'FGF13'}
PI3K Cascade	1	0	[]	{'FGF2': 'FGF13'}
PI3K events in ERBB2 signaling	0	0	[]	{}
PI3K events in ERBB4 signaling	0	0	[]	{}
PI3K/AKT Signaling in Cancer	1	0	[]	{'FGF2': 'FGF13'}
PI3K/AKT activation	0	0	[]	{}
PI5P Regulates TP53 Acetylation	1	0	[]	{'TMEM55B': 'PIP4P1'}
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	1	0	[]	{'FGF2': 'FGF13'}
PINK1-PRKN Mediated Mitophagy	1	0	[]	{'PARK2': 'PRKN'}
PIP3 activates AKT signaling	1	0	[]	{'FGF2': 'FGF13'}
PIWI-interacting RNA (piRNA) biogenesis	1	0	[]	{'FKBP6': 'FKBP10'}
PKA activation	0	0	[]	{}
PKA activation in glucagon signalling	0	0	[]	{}
PKA-mediated phosphorylation of CREB	0	0	[]	{}
PKA-mediated phosphorylation of key metabolic factors	0	0	[]	{}
PKB-mediated events	0	0	[]	{}
PKMTs methylate histone lysines	0	0	[]	{}
PLC beta mediated events	0	0	[]	{}
PLC-gamma1 signalling	0	0	[]	{}
PLCG1 events in ERBB2 signaling	0	0	[]	{}
POLB-Dependent Long Patch Base Excision Repair	1	0	[]	{'LIG1': 'LRIG1'}
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	1	0	[]	{'FGF2': 'FGF13'}
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	0	0	[]	{}
PP2A-mediated dephosphorylation of key metabolic factors	0	0	[]	{}
PPARA activates gene expression	2	0	[]	{'MTF1': 'MELTF', 'ME1': 'PCDHB16'}
PRC2 methylates histones and DNA	1	0	[]	{'H2AFX': 'H2AX'}
PTEN Loss of Function in Cancer	0	0	[]	{}
PTEN Regulation	0	0	[]	{}
PTK6 Activates STAT3	0	0	[]	{}
PTK6 Down-Regulation	0	0	[]	{}
PTK6 Expression	0	0	[]	{}
PTK6 Regulates Cell Cycle	0	0	[]	{}
PTK6 Regulates Proteins Involved in RNA Processing	0	0	[]	{}
PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	1	0	[]	{'PXN': 'PXDN'}
PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	1	0	[]	{'DOK1': 'ART4'}
PTK6 promotes HIF1A stabilization	0	0	[]	{}
Packaging Of Telomere Ends	1	0	[]	{'H2AFX': 'H2AX'}
Packaging of Eight RNA Segments	5	3	['M', 'PB2', 'HA']	{'PA': 'EPB42', 'NS': 'GNL3', 'NP': 'CTF2P', 'PB1': 'PBRM1', 'NA': 'XK'}
Paradoxical activation of RAF signaling by kinase inactive BRAF	1	0	[]	{'KSR2': 'CNKSR2'}
Parasite infection	0	3	['IGHV', 'LPG1G2', 'IGLV']	{}
Passive transport by Aquaporins	2	0	[]	{'AQP9': 'AQP7', 'MIP': 'MAFIP'}
Pausing and recovery of HIV elongation	0	0	[]	{}
Pausing and recovery of Tat-mediated HIV elongation	0	1	['tat']	{}
Pentose phosphate pathway	0	0	[]	{}
Pentose phosphate pathway disease	0	0	[]	{}
Peptide chain elongation	3	4	['18S rRNA', '5S rRNA', '5.8S rRNA', '28S rRNA']	{'RPL13': 'MRPL13', 'RPL10': 'RPL15', 'RPL36A': 'RPL36AL'}
Peptide hormone biosynthesis	0	0	[]	{}
Peptide hormone metabolism	3	0	[]	{'GIP': 'C1QTNF1', 'REN': 'KCTD11', 'GRP': 'LGALSL'}
Peptide ligand-binding receptors	4	0	[]	{'GRP': 'LGALSL', 'HCRTR2': 'CD200R1', 'PSAP': 'MTCH1', 'NMB': 'GPNMB'}
Peroxisomal lipid metabolism	0	0	[]	{}
Peroxisomal protein import	0	0	[]	{}
Pervasive developmental disorders	0	0	[]	{}
Pexophagy	0	0	[]	{}
Phagocyte cell death caused by cytosolic Mtb	0	1	['cpnT']	{}
Phase 0 - rapid depolarisation	0	0	[]	{}
Phase 1 - inactivation of fast Na+ channels	0	0	[]	{}
Phase 2 - plateau phase	0	0	[]	{}
Phase 3 - rapid repolarisation	0	0	[]	{}
Phase 4 - resting membrane potential	0	0	[]	{}
Phase I - Functionalization of compounds	2	0	[]	{'AIP': 'AURKAIP1', 'CES2': 'CES1'}
Phase II - Conjugation of compounds	4	0	[]	{'NAT1': 'EIF4G2', 'GSS': 'PRNP', 'NAT2': 'SLC38A1', 'SULT1C2': 'SULT1C4'}
Phenylalanine and tyrosine metabolism	1	0	[]	{'FAH': 'FANCA'}
Phenylalanine metabolism	0	0	[]	{}
Phenylketonuria	0	0	[]	{}
Phosphate bond hydrolysis by NTPDase proteins	0	0	[]	{}
Phosphate bond hydrolysis by NUDT proteins	0	0	[]	{}
Phospholipase C-mediated cascade: FGFR1	1	0	[]	{'FGF2': 'FGF13'}
Phospholipase C-mediated cascade; FGFR2	1	0	[]	{'FGF2': 'FGF13'}
Phospholipase C-mediated cascade; FGFR3	1	0	[]	{'FGF2': 'FGF13'}
Phospholipase C-mediated cascade; FGFR4	1	0	[]	{'FGF2': 'FGF13'}
Phospholipid metabolism	5	0	[]	{'CDS1': 'CHEK2', 'PISD': 'SFI1', 'TMEM55B': 'PIP4P1', 'INPP5E': 'PMPCA', 'TAZ': 'WWTR1'}
Phosphorylation of CD3 and TCR zeta chains	0	0	[]	{}
Phosphorylation of Emi1	0	0	[]	{}
Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	0	0	[]	{}
Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	0	0	[]	{}
Phosphorylation of the APC/C	0	0	[]	{}
Physiological factors	0	0	[]	{}
Plasma lipoprotein assembly	1	0	[]	{'MTTP': 'MT-TP'}
Plasma lipoprotein assembly, remodeling, and clearance	2	0	[]	{'ALB': 'FBF1', 'MTTP': 'MT-TP'}
Plasma lipoprotein clearance	0	0	[]	{}
Plasma lipoprotein remodeling	1	0	[]	{'ALB': 'FBF1'}
Plasmalogen biosynthesis	0	0	[]	{}
Platelet Adhesion to exposed collagen	0	0	[]	{}
Platelet Aggregation (Plug Formation)	0	0	[]	{}
Platelet activation, signaling and aggregation	8	1	['G6B']	{'ALB': 'FBF1', 'TRPC7': 'TRPM2', 'SPP2': 'SGPP2', 'SCG3': 'SGCG', 'LAT': 'SPNS1', 'PSAP': 'MTCH1', 'HRG': 'NRG1', 'SELP': 'SELENOP'}
Platelet calcium homeostasis	2	0	[]	{'TRPC7': 'TRPM2', 'ATP2B2': 'ATP2B4'}
Platelet degranulation	6	0	[]	{'ALB': 'FBF1', 'SPP2': 'SGPP2', 'SCG3': 'SGCG', 'PSAP': 'MTCH1', 'HRG': 'NRG1', 'SELP': 'SELENOP'}
Platelet homeostasis	6	0	[]	{'TRPC7': 'TRPM2', 'ATP2B2': 'ATP2B4', 'NOS3': 'NANOS3', 'GUCY1A3': 'GUCY1A1', 'GUCY1B3': 'GUCY1B1', 'NOS1': 'NANOS1'}
Platelet sensitization by LDL	0	0	[]	{}
Plus-strand DNA synthesis	0	6	['rev', 'vif', 'vpu', 'gag', 'gag-pol', 'vpr']	{}
Polo-like kinase mediated events	0	0	[]	{}
Polymerase switching	0	0	[]	{}
Polymerase switching on the C-strand of the telomere	1	0	[]	{'TEN1': 'TENM1'}
Positive epigenetic regulation of rRNA expression	2	1	['45S pre-rRNA gene']	{'H2AFX': 'H2AX', 'TTF1': 'NKX2-1'}
Post NMDA receptor activation events	2	0	[]	{'DLG3': 'MPP3', 'GRIN1': 'GPRIN1'}
Post-chaperonin tubulin folding pathway	0	0	[]	{}
Post-transcriptional silencing by small RNAs	0	0	[]	{}
Post-translational modification: synthesis of GPI-anchored proteins	1	0	[]	{'LY6G6D': 'LY6G6F'}
Post-translational protein modification	32	1	['US11']	{'LAMB2': 'LAMC1', 'POM121': 'POMZP3', 'PARK2': 'PRKN', 'SPP1': 'CXXC1', 'NAPB': 'NAPSB', 'MGAT3': 'MOGAT3', 'FAM175A': 'ABRAXAS1', 'ALB': 'FBF1', 'SPP2': 'SGPP2', 'RPA1': 'POLR1A', 'RAB11B': 'RAB43', 'GALNT15': 'GALNT18', 'USP16': 'USP21', 'BAP1': 'RNF2', 'SCG3': 'SGCG', 'UFD1L': 'UFD1', 'CYR61': 'CCN1', 'MIA2': 'CFAP73', 'VDAC3': 'VDAC1P5', 'N6AMT2': 'EEF1AKMT1', 'BRCC3': 'DEPDC1B', 'RFWD2': 'COP1', 'DMP1': 'DMTF1', 'ARFGAP1': 'ARFGAP3', 'GALNT17': 'GALNTL6', 'LY6G6D': 'LY6G6F', 'METTL10': 'EEF1AKMT2', 'MGAT2': 'MOGAT2', 'BRE': 'BABAM2', 'FAM175B': 'ABRAXAS2', 'TRAF2': 'TANK', 'NAPA': 'NAPSA'}
Post-translational protein phosphorylation	7	0	[]	{'ALB': 'FBF1', 'LAMB2': 'LAMC1', 'DMP1': 'DMTF1', 'SPP2': 'SGPP2', 'SCG3': 'SGCG', 'SPP1': 'CXXC1', 'CYR61': 'CCN1'}
Postmitotic nuclear pore complex (NPC) reformation	1	0	[]	{'POM121': 'POMZP3'}
Postsynaptic nicotinic acetylcholine receptors	0	0	[]	{}
Potassium Channels	0	0	[]	{}
Potassium transport channels	0	0	[]	{}
Potential therapeutics for SARS	1	1	['NS5B']	{'BRMS1': 'BRMS1L'}
Pre-NOTCH Expression and Processing	1	0	[]	{'H2AFX': 'H2AX'}
Pre-NOTCH Processing in Golgi	0	0	[]	{}
Pre-NOTCH Processing in the Endoplasmic Reticulum	0	0	[]	{}
Pre-NOTCH Transcription and Translation	1	0	[]	{'H2AFX': 'H2AX'}
Prefoldin mediated transfer of substrate  to CCT/TriC	0	0	[]	{}
Pregnenolone biosynthesis	0	0	[]	{}
Presynaptic depolarization and calcium channel opening	0	0	[]	{}
Presynaptic function of Kainate receptors	0	0	[]	{}
Presynaptic nicotinic acetylcholine receptors	0	0	[]	{}
Presynaptic phase of homologous DNA pairing and strand exchange	4	0	[]	{'BRIP1': 'MRPL36', 'RAD1': 'ERCC4', 'RPA1': 'POLR1A', 'NBN': 'ARTN'}
Prevention of phagosomal-lysosomal fusion	0	9	['secA2', 'esxG', 'esxH', 'sapM', 'lprG', 'ptpA', 'Rv1410c', 'ndkA', 'lpdC']	{}
Processing and activation of SUMO	0	0	[]	{}
Processing of Capped Intron-Containing Pre-mRNA	6	0	[]	{'SNRPD1': 'SNRPD2', 'POM121': 'POMZP3', 'RNU12': 'RNU12-2P', 'U2AF1L4': 'IGFLR1', 'ISY1': 'RAB43', 'SF1': 'NR5A1'}
Processing of Capped Intronless Pre-mRNA	0	0	[]	{}
Processing of DNA double-strand break ends	8	0	[]	{'RAD1': 'ERCC4', 'BRIP1': 'MRPL36', 'BRE': 'BABAM2', 'FAM175A': 'ABRAXAS1', 'NBN': 'ARTN', 'H2AFX': 'H2AX', 'RPA1': 'POLR1A', 'BRCC3': 'DEPDC1B'}
Processing of Intronless Pre-mRNAs	0	0	[]	{}
Processing of SMDT1	1	0	[]	{'C2orf47': 'MAIP1'}
Processive synthesis on the C-strand of the telomere	2	0	[]	{'LIG1': 'LRIG1', 'RPA1': 'POLR1A'}
Processive synthesis on the lagging strand	2	0	[]	{'RPA1': 'POLR1A', 'LIG1': 'LRIG1'}
Programmed Cell Death	4	7	['MC159L', 'SPI-2', 'RIR1', '3a', 'UL36', 'ORF71', 'CRMA']	{'ARHGAP10': 'ARHGAP21', 'NS': 'GNL3', 'CDH1': 'FZR1', 'TRAF2': 'TANK'}
Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2	0	0	[]	{}
Prolactin receptor signaling	0	0	[]	{}
Proline catabolism	0	0	[]	{}
Prolonged ERK activation events	0	0	[]	{}
Propionyl-CoA catabolism	0	0	[]	{}
Prostacyclin signalling through prostacyclin receptor	0	0	[]	{}
Prostanoid ligand receptors	0	0	[]	{}
Protein folding	1	0	[]	{'FKBP9': 'FKBP1B'}
Protein localization	1	0	[]	{'TAZ': 'WWTR1'}
Protein methylation	2	0	[]	{'METTL10': 'EEF1AKMT2', 'N6AMT2': 'EEF1AKMT1'}
Protein repair	0	0	[]	{}
Protein ubiquitination	0	1	['US11']	{}
Protein-protein interactions at synapses	2	0	[]	{'GRIN1': 'GPRIN1', 'DLG3': 'MPP3'}
Proton-coupled monocarboxylate transport	0	0	[]	{}
Proton-coupled neutral amino acid transporters	0	0	[]	{}
Proton/oligopeptide cotransporters	0	0	[]	{}
Purine catabolism	1	0	[]	{'GDA': 'SLC25A16'}
Purine ribonucleoside monophosphate biosynthesis	2	0	[]	{'ADSSL1': 'ADSS1', 'ADSS': 'ADSS2'}
Purine salvage	0	0	[]	{}
Purinergic signaling in leishmaniasis infection	0	0	[]	{}
Pyrimidine biosynthesis	1	0	[]	{'CAD': 'DFFB'}
Pyrimidine catabolism	0	0	[]	{}
Pyrimidine salvage	0	0	[]	{}
Pyrophosphate hydrolysis	0	0	[]	{}
Pyruvate metabolism	2	0	[]	{'ME1': 'PCDHB16', 'PDP1': 'PLPP6'}
Pyruvate metabolism and Citric Acid (TCA) cycle	2	0	[]	{'ME1': 'PCDHB16', 'PDP1': 'PLPP6'}
RA biosynthesis pathway	0	0	[]	{}
RAB GEFs exchange GTP for GDP on RABs	2	0	[]	{'RGP1': 'RGPD1', 'ST5': 'DENND2B'}
RAB geranylgeranylation	1	0	[]	{'RAB11B': 'RAB43'}
RAF activation	0	0	[]	{}
RAF-independent MAPK1/3 activation	1	0	[]	{'DUSP1': 'DUSP12'}
RAF/MAP kinase cascade	6	0	[]	{'FGF2': 'FGF13', 'GRIN1': 'GPRIN1', 'LAT': 'SPNS1', 'DUSP1': 'DUSP12', 'DLG3': 'MPP3', 'KSR2': 'CNKSR2'}
RAS GTPase cycle mutants	0	0	[]	{}
RAS processing	0	0	[]	{}
RAS signaling downstream of NF1 loss-of-function variants	0	0	[]	{}
RET signaling	1	0	[]	{'DOK1': 'ART4'}
RHO GTPase Effectors	7	0	[]	{'PAK3': 'ARHGEF7', 'PAK1': 'PKN1', 'MYH14': 'MYH7B', 'H2AFX': 'H2AX', 'CDH1': 'FZR1', 'CENPC': 'CENPCP1', 'APITD1': 'CENPS'}
RHO GTPases Activate Formins	2	0	[]	{'CENPC': 'CENPCP1', 'APITD1': 'CENPS'}
RHO GTPases Activate NADPH Oxidases	0	0	[]	{}
RHO GTPases Activate ROCKs	2	0	[]	{'PAK1': 'PKN1', 'MYH14': 'MYH7B'}
RHO GTPases Activate Rhotekin and Rhophilins	0	0	[]	{}
RHO GTPases Activate WASPs and WAVEs	0	0	[]	{}
RHO GTPases activate CIT	1	0	[]	{'MYH14': 'MYH7B'}
RHO GTPases activate IQGAPs	1	0	[]	{'CDH1': 'FZR1'}
RHO GTPases activate KTN1	0	0	[]	{}
RHO GTPases activate PAKs	3	0	[]	{'PAK3': 'ARHGEF7', 'PAK1': 'PKN1', 'MYH14': 'MYH7B'}
RHO GTPases activate PKNs	3	0	[]	{'PAK1': 'PKN1', 'MYH14': 'MYH7B', 'H2AFX': 'H2AX'}
RHO GTPases regulate CFTR trafficking	0	0	[]	{}
RHOBTB GTPase Cycle	0	0	[]	{}
RHOBTB1 GTPase cycle	0	0	[]	{}
RHOBTB2 GTPase cycle	0	0	[]	{}
RHOBTB3 ATPase cycle	0	0	[]	{}
RIP-mediated NFkB activation via ZBP1	0	0	[]	{}
RIPK1-mediated regulated necrosis	2	5	['CRMA', 'SPI-2', 'UL36', 'RIR1', '3a']	{'TRAF2': 'TANK', 'NS': 'GNL3'}
RMTs methylate histone arginines	1	0	[]	{'H2AFX': 'H2AX'}
RNA Pol II CTD phosphorylation and interaction with CE	0	0	[]	{}
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	0	0	[]	{}
RNA Polymerase I Promoter Clearance	2	1	['45S pre-rRNA gene']	{'H2AFX': 'H2AX', 'TTF1': 'NKX2-1'}
RNA Polymerase I Promoter Escape	1	0	[]	{'H2AFX': 'H2AX'}
RNA Polymerase I Promoter Opening	1	0	[]	{'H2AFX': 'H2AX'}
RNA Polymerase I Transcription	3	1	['45S pre-rRNA gene']	{'PTRF': 'CAVIN1', 'H2AFX': 'H2AX', 'TTF1': 'NKX2-1'}
RNA Polymerase I Transcription Initiation	1	1	['45S pre-rRNA gene']	{'TTF1': 'NKX2-1'}
RNA Polymerase I Transcription Termination	2	1	['45S pre-rRNA gene']	{'PTRF': 'CAVIN1', 'TTF1': 'NKX2-1'}
RNA Polymerase II HIV Promoter Escape	1	0	[]	{'TAF4B': 'PAPPA-AS1'}
RNA Polymerase II Pre-transcription Events	2	0	[]	{'EAF2': 'DMAP1', 'TAF4B': 'PAPPA-AS1'}
RNA Polymerase II Promoter Escape	1	0	[]	{'TAF4B': 'PAPPA-AS1'}
RNA Polymerase II Transcription	26	1	['CSF2 gene']	{'EAF2': 'DMAP1', 'CTGF': 'CCN2', 'VWA9': 'INTS14', 'SPP1': 'CXXC1', 'PVALB': 'MB', 'NBN': 'ARTN', 'MGA': 'MGAM', 'RPA1': 'POLR1A', 'RAD1': 'ERCC4', 'HTT': 'SLC6A4', 'BRIP1': 'MRPL36', 'ZNF225': 'EGR1', 'RQCD1': 'CNOT9', 'G6PC': 'G6PC1', 'MIR378': 'MIR378A', 'GLS': 'GLS2', 'CPSF3L': 'INTS11', 'U2AF1L4': 'IGFLR1', 'RNU12': 'RNU12-2P', 'TMEM55B': 'PIP4P1', 'HKR1': 'ZNF875', 'TAF4B': 'PAPPA-AS1', 'ASUN': 'INTS13', 'H2AFX': 'H2AX', 'GCK': 'MAP4K2', 'GPI': 'GNPDA1'}
RNA Polymerase II Transcription Elongation	1	0	[]	{'EAF2': 'DMAP1'}
RNA Polymerase II Transcription Initiation	1	0	[]	{'TAF4B': 'PAPPA-AS1'}
RNA Polymerase II Transcription Initiation And Promoter Clearance	1	0	[]	{'TAF4B': 'PAPPA-AS1'}
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	1	0	[]	{'TAF4B': 'PAPPA-AS1'}
RNA Polymerase II Transcription Termination	1	0	[]	{'U2AF1L4': 'IGFLR1'}
RNA Polymerase III Abortive And Retractive Initiation	3	0	[]	{'BRF1': 'ZFP36L1', 'BDP1': 'PTPN18', 'BRF2': 'ZFP36L2'}
RNA Polymerase III Chain Elongation	0	0	[]	{}
RNA Polymerase III Transcription	3	0	[]	{'BRF1': 'ZFP36L1', 'BDP1': 'PTPN18', 'BRF2': 'ZFP36L2'}
RNA Polymerase III Transcription Initiation	3	0	[]	{'BRF1': 'ZFP36L1', 'BDP1': 'PTPN18', 'BRF2': 'ZFP36L2'}
RNA Polymerase III Transcription Initiation From Type 1 Promoter	2	0	[]	{'BRF1': 'ZFP36L1', 'BDP1': 'PTPN18'}
RNA Polymerase III Transcription Initiation From Type 2 Promoter	2	0	[]	{'BRF1': 'ZFP36L1', 'BDP1': 'PTPN18'}
RNA Polymerase III Transcription Initiation From Type 3 Promoter	2	0	[]	{'BDP1': 'PTPN18', 'BRF2': 'ZFP36L2'}
RNA Polymerase III Transcription Termination	0	0	[]	{}
RNA polymerase II transcribes snRNA genes	4	0	[]	{'CPSF3L': 'INTS11', 'VWA9': 'INTS14', 'ASUN': 'INTS13', 'RNU12': 'RNU12-2P'}
ROBO receptors bind AKAP5	0	0	[]	{}
RORA activates gene expression	0	0	[]	{}
ROS and RNS production in phagocytes	2	0	[]	{'NOS3': 'NANOS3', 'NOS1': 'NANOS1'}
RPIA deficiency: failed conversion of R5P to RU5P	0	0	[]	{}
RPIA deficiency: failed conversion of RU5P to R5P	0	0	[]	{}
RSK activation	0	0	[]	{}
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	0	0	[]	{}
RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	0	0	[]	{}
RUNX1 regulates estrogen receptor mediated transcription	0	0	[]	{}
RUNX1 regulates expression of components of tight junctions	0	0	[]	{}
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	1	0	[]	{'H2AFX': 'H2AX'}
RUNX1 regulates transcription of genes involved in BCR signaling	0	0	[]	{}
RUNX1 regulates transcription of genes involved in WNT signaling	0	0	[]	{}
RUNX1 regulates transcription of genes involved in differentiation of HSCs	1	0	[]	{'H2AFX': 'H2AX'}
RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	0	0	[]	{}
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	0	1	['CSF2 gene']	{}
RUNX1 regulates transcription of genes involved in interleukin signaling	0	0	[]	{}
RUNX2 regulates bone development	0	0	[]	{}
RUNX2 regulates chondrocyte maturation	0	0	[]	{}
RUNX2 regulates genes involved in cell migration	0	0	[]	{}
RUNX2 regulates genes involved in differentiation of myeloid cells	0	0	[]	{}
RUNX2 regulates osteoblast differentiation	0	0	[]	{}
RUNX3 Regulates Immune Response and Cell Migration	1	0	[]	{'SPP1': 'CXXC1'}
RUNX3 regulates BCL2L11 (BIM) transcription	0	0	[]	{}
RUNX3 regulates CDKN1A transcription	0	0	[]	{}
RUNX3 regulates NOTCH signaling	0	0	[]	{}
RUNX3 regulates RUNX1-mediated transcription	0	0	[]	{}
RUNX3 regulates WNT signaling	0	0	[]	{}
RUNX3 regulates YAP1-mediated transcription	1	0	[]	{'CTGF': 'CCN2'}
RUNX3 regulates p14-ARF	0	0	[]	{}
Rab regulation of trafficking	3	0	[]	{'RGP1': 'RGPD1', 'RAB11B': 'RAB43', 'ST5': 'DENND2B'}
Rap1 signalling	0	0	[]	{}
Ras activation upon Ca2+ influx through NMDA receptor	2	0	[]	{'DLG3': 'MPP3', 'GRIN1': 'GPRIN1'}
Reactions specific to the complex N-glycan synthesis pathway	1	0	[]	{'MGAT2': 'MOGAT2'}
Reactions specific to the hybrid N-glycan synthesis pathway	1	0	[]	{'MGAT3': 'MOGAT3'}
Receptor Mediated Mitophagy	0	0	[]	{}
Receptor-type tyrosine-protein phosphatases	0	0	[]	{}
Recognition and association of DNA glycosylase with site containing an affected purine	1	0	[]	{'H2AFX': 'H2AX'}
Recognition and association of DNA glycosylase with site containing an affected pyrimidine	1	0	[]	{'H2AFX': 'H2AX'}
Recognition of DNA damage by PCNA-containing replication complex	1	0	[]	{'RPA1': 'POLR1A'}
